"Year","StockKeyLabel","FisheriesGuild","EcoRegion","EcoGuild","METRIC","stockValue"
1911,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.35695261509644
1912,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.35535750870723
1913,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.35212339391811
1914,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.34787953288261
1915,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.3459332104077
1916,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.34420639798636
1917,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.34559662832558
1918,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.34727953873621
1919,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.34877220710042
1920,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.34707466268622
1921,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.34300640969356
1922,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.33784060643311
1923,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.3328504112155
1924,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.32780167998361
1925,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.3220651505839
1926,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.31616764714491
1927,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.30984575760236
1928,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.3023385137706
1929,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.29370445166389
1930,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.28588989375713
1931,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.2748704890684
1932,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.26461205256534
1933,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.2480024585126
1934,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.22726607545292
1935,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.20746626862177
1936,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.18605672139784
1937,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.16776421693447
1938,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.14619369567126
1939,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.13404747270758
1940,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.11991102525829
1941,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.1220036877689
1942,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.12525243656159
1943,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.12580852869728
1944,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.12996458571136
1945,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.13407674071472
1946,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.140032780168
1947,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.13985717212515
1948,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.13101823396845
1949,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.11878420698335
1950,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.10198437088419
1951,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.08338455234583
1952,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.0503409722832
1953,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",2.01104867269588
1954,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.97667339830831
1955,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.94024936342084
1956,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.90148388796207
1957,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.8585184534785
1958,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.8189188398162
1959,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.77345099072204
1960,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.73304650686335
1961,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.68384698685866
1962,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.62994995170779
1963,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.57734070887113
1964,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.51769251031697
1965,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.46133257236515
1966,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.42073491965932
1967,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.38934205519946
1968,"dgs.27.nea","elasmobranch","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - elasmobranch stocks","SSB_MSYBtrigger",1.35510434044546
